Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
7494,2023-06-22,BUY_30643,Canada,Textiles,,18875804,2362,ISO9001,1,0.03,1,0,0,13824,0,0.15,WhatsApp,0.06,1,0,1,1,-0.67
7495,2024-03-02,,USA,Auto Parts,,140248899,5325,,1,0.97,0,Unknown,0,19518,0,0.22,WhatsApp,,1,0,1,1,0.48
7496,2021-04-22,BUY_93751,UK,Electronics,7835.0,109840033,3884,ISO9001,1,0.78,0,0,1,6821,1,0.45,Email,,0,1,0,0,-0.92
7497,2021-05-07,BUY_21231,Singapore,Solar,905.0,155797395,5369,TUV,0,0.56,1,0,0,6826,1,0.27,Call,0.87,1,1,1,0,0.32
7498,2022-10-25,BUY_77774,Australia,Machinery,6511.0,125264682,1567,ISO9001,0,0.07,1,1,0,16396,0,0.23,,,0,0,1,1,0.61
7499,2023-01-03,BUY_15305,Japan,IT Software,2492.0,179105731,1653,GDPR,0,0.96,1,Unknown,1,1111,1,0.38,Call,0.69,1,0,0,0,-0.17
7500,2024-09-15,BUY_87679,Germany,Chemicals,,178315158,4403,,0,0.19,0,1,0,11605,1,0.96,Email,,0,0,0,0,-0.53
7501,2024-03-06,BUY_65876,Australia,Pharmaceuticals,223.0,77250878,6912,FDA,1,0.26,1,1,1,2331,0,0.16,LinkedIn,,1,0,0,1,-0.75
7502,2021-03-15,BUY_13975,Italy,Engineering,1286.0,12467651,1126,ISO14001,0,0.82,1,1,1,13597,1,0.7,LinkedIn,,1,1,0,1,0.79
7503,2022-11-17,BUY_33500,Italy,IT Software,3134.0,29862727,840,GDPR,1,0.82,0,Unknown,0,17016,0,0.23,WhatsApp,,1,0,1,0,0.52
7504,2023-05-26,BUY_25172,UK,Medical Devices,750.0,196116350,2114,ISO9001,1,0.96,1,0,0,16088,0,0.08,,,0,0,1,1,0.44
7505,2023-08-08,BUY_27025,Japan,Electronics,7350.0,90828960,760,ISO9001,0,0.03,0,0,1,4816,0,0.36,WhatsApp,,0,1,1,1,0.26
7506,2024-10-11,BUY_16001,Netherlands,Auto Parts,,132127270,3733,,0,0.46,1,1,1,1347,1,0.9,LinkedIn,,1,0,1,1,-0.77
7507,2022-01-05,BUY_32901,Australia,Auto Parts,1666.0,139002468,2399,,0,0.74,1,0,0,10590,0,0.28,LinkedIn,,1,1,0,1,0.79
7508,2024-11-10,BUY_46122,Canada,Machinery,,84982656,3789,ISO9001,1,0.18,1,Unknown,0,18894,0,0.17,Call,0.88,0,0,1,1,0.78
7509,2022-09-09,BUY_48979,Singapore,Textiles,5902.0,132484448,4348,,0,0.06,0,0,0,14999,1,0.58,,0.72,1,1,1,0,0.74
7510,2023-05-21,BUY_66844,Netherlands,Machinery,2999.0,97577085,668,,0,0.82,0,1,0,15981,0,0.07,Email,0.23,1,1,0,0,-0.87
7511,2021-10-26,BUY_43864,Germany,Auto Parts,5845.0,135863566,6205,ISO9001,1,0.84,1,0,1,4323,0,0.61,Email,,1,0,0,0,0.63
7512,2022-11-17,BUY_17021,Australia,Solar,,57896164,6829,TUV,0,0.91,0,Unknown,1,18289,1,0.41,Call,,1,0,1,0,-0.31
7513,2024-12-28,BUY_49947,Singapore,Medical Devices,5251.0,131666820,6255,ISO9001,1,0.75,1,1,0,14917,0,0.42,LinkedIn,0.31,0,0,1,0,0.16
7514,2023-06-02,BUY_31559,Canada,Auto Parts,7989.0,132397942,149,ISO9001,1,0.74,0,Unknown,1,10106,0,0.17,Email,,1,0,0,1,0.38
7515,2021-07-11,BUY_47051,Singapore,Medical Devices,,84287497,4093,ISO9001,0,0.83,0,0,0,5113,1,0.55,Email,,1,1,1,0,0.59
7516,2024-05-20,BUY_68570,Singapore,Textiles,,59224561,6372,,1,0.92,0,0,1,16678,0,0.48,Email,,1,0,1,0,0.98
7517,2021-11-02,BUY_33755,Singapore,Medical Devices,,170415693,6935,,1,0.19,0,1,1,17564,0,0.43,,,1,1,1,1,0.25
7518,2023-05-17,,USA,Electronics,1041.0,142179955,5252,ISO9001,1,0.84,1,Unknown,1,3389,1,0.5,,0.0,0,1,0,0,0.34
7519,2024-03-27,BUY_89833,Italy,Auto Parts,,110016515,2719,ISO9001,1,0.9,1,Unknown,0,16341,0,0.85,Call,,1,0,1,1,-0.83
7520,2024-12-04,BUY_25441,UK,Pharmaceuticals,,130568640,1900,,0,0.09,0,1,1,6933,1,0.68,,,1,0,1,1,-0.6
7521,2022-10-03,BUY_14296,Japan,Textiles,4215.0,60930750,4511,ISO9001,0,0.57,0,0,0,7739,0,0.18,,0.3,1,0,0,1,0.32
7522,2022-11-17,BUY_29879,France,Solar,7124.0,11055887,539,TUV,0,0.43,1,Unknown,1,19723,1,0.88,Call,0.46,1,1,0,1,0.4
7523,2023-10-30,BUY_21315,UK,Pharmaceuticals,,199418736,5346,,0,0.3,0,1,1,15871,1,0.24,,,1,0,0,1,0.76
7524,2024-11-22,BUY_77469,UAE,IT Software,7167.0,165219701,1232,ISO27001,1,0.19,0,1,1,11673,1,0.8,,0.15,1,1,0,0,0.54
7525,2022-12-20,BUY_29272,Netherlands,Chemicals,,68323320,2527,ISO14001,0,0.24,0,0,1,4858,1,0.88,LinkedIn,0.82,1,0,1,0,0.12
7526,2023-03-11,BUY_18715,Germany,Textiles,4551.0,8858221,2121,,1,0.07,0,0,1,15355,0,0.81,LinkedIn,,0,0,1,1,0.18
7527,2023-05-21,BUY_16958,France,Textiles,5194.0,20550086,848,ISO9001,1,1.0,0,Unknown,1,11091,0,0.56,WhatsApp,,1,1,1,1,0.85
7528,2023-05-08,BUY_31716,Singapore,Medical Devices,4211.0,9546180,2543,ISO9001,0,0.77,0,1,1,11256,0,0.16,LinkedIn,,1,0,1,1,0.48
7529,2024-09-05,BUY_25605,Netherlands,Auto Parts,4455.0,68852483,2014,,1,0.53,1,Unknown,1,2642,0,0.37,Call,,0,0,0,0,-0.92
7530,2022-12-06,BUY_99397,Italy,Textiles,5270.0,86899462,6672,,1,0.07,1,Unknown,0,1957,1,0.24,LinkedIn,0.48,0,1,0,1,-0.68
7531,2021-10-31,BUY_21503,Australia,Medical Devices,,60986944,3048,,1,0.38,1,Unknown,1,16447,1,0.1,,,1,0,0,1,-0.56
7532,2022-09-14,BUY_47999,France,Pharmaceuticals,4153.0,28314133,6737,WHO-GMP,0,0.75,1,1,1,18075,0,0.62,Email,,1,1,1,1,-0.33
7533,2022-12-02,BUY_61635,USA,Auto Parts,,182347882,5614,ISO9001,1,0.93,0,Unknown,1,3693,1,0.11,LinkedIn,0.5,1,1,1,0,-0.46
7534,2025-01-08,BUY_60036,Singapore,Textiles,1321.0,15702513,2075,ISO9001,1,0.57,1,0,1,3127,0,0.4,WhatsApp,,0,1,0,1,0.33
7535,2024-04-15,BUY_85772,France,IT Software,,149838257,5934,GDPR,0,0.69,1,1,0,18670,1,0.15,Email,,0,1,0,0,-0.01
7536,2024-12-29,BUY_58758,Canada,Medical Devices,,22008513,2861,ISO9001,0,0.04,0,Unknown,0,4609,0,0.77,Call,0.44,0,1,0,1,-0.4
7537,2023-07-11,BUY_83146,Italy,Pharmaceuticals,7589.0,119039972,6800,,1,0.52,0,0,1,14346,0,0.53,Call,,1,0,1,1,0.25
7538,2024-12-23,BUY_53635,Australia,Textiles,,179507329,3002,,1,0.65,1,Unknown,1,4525,1,0.9,,,0,1,0,0,0.85
7539,2021-02-14,BUY_20076,Australia,Auto Parts,2082.0,153000655,6005,,0,0.89,0,Unknown,0,16273,1,0.97,,0.14,0,0,0,1,-0.84
7540,2021-11-20,BUY_39654,Japan,Pharmaceuticals,,193505259,5964,FDA,0,0.04,0,1,1,14600,0,0.99,LinkedIn,0.04,1,1,0,0,0.61
7541,2023-09-06,BUY_69727,Italy,Auto Parts,4216.0,169736414,4862,ISO9001,1,0.9,1,Unknown,1,8532,0,0.84,,0.25,0,0,0,1,-0.84
7542,2022-09-24,BUY_51280,France,Textiles,,117399610,6735,ISO9001,0,0.19,0,0,0,11510,0,0.55,WhatsApp,,0,1,1,0,-0.2
7543,2024-05-26,BUY_54348,France,Machinery,7445.0,123598991,3997,ISO9001,0,0.37,0,1,1,11176,1,0.9,Call,,1,1,0,1,0.35
7544,2022-12-29,BUY_59055,UAE,Medical Devices,,191535755,6338,,0,0.25,1,1,1,5098,1,0.12,WhatsApp,0.91,1,0,0,1,0.75
7545,2024-07-25,BUY_86525,France,Pharmaceuticals,1833.0,118341865,452,,0,0.26,0,Unknown,0,8039,0,0.09,WhatsApp,,1,0,1,1,-0.43
7546,2021-12-04,BUY_44818,USA,IT Software,,49628549,6930,GDPR,1,0.92,1,1,0,7186,1,0.17,Call,,1,1,1,0,0.34
7547,2024-07-23,,UAE,Medical Devices,,98528017,467,ISO9001,0,0.69,1,Unknown,1,1335,0,0.31,WhatsApp,0.96,1,0,0,0,-0.32
7548,2022-01-30,BUY_10814,France,Chemicals,260.0,191217136,4132,,1,0.71,0,1,1,14413,1,0.4,Email,,0,0,1,0,0.63
7549,2022-10-01,BUY_79711,Germany,Machinery,,124076837,2852,,1,0.65,0,Unknown,1,4656,1,0.62,Call,,1,1,0,0,-0.11
7550,2021-12-07,BUY_53205,UAE,Chemicals,,118210483,3340,REACH,1,0.75,1,Unknown,1,19766,0,0.19,,,0,0,1,0,0.95
7551,2021-05-17,BUY_46541,Germany,Solar,4507.0,140359618,4228,UL,0,0.31,1,1,0,4793,1,0.36,Email,,0,0,1,1,-0.1
7552,2023-08-10,BUY_88580,Canada,Electronics,5550.0,106678473,6762,ISO9001,1,0.35,0,0,1,8739,1,0.38,Email,,1,1,0,1,0.24
7553,2024-04-06,BUY_63929,Singapore,Medical Devices,,19658771,4946,,1,0.35,1,0,0,17472,1,0.03,Call,,1,1,1,1,0.7
7554,2021-07-15,BUY_66471,UK,Auto Parts,6253.0,2170733,1540,ISO9001,1,0.12,1,0,0,12914,0,0.13,Email,0.05,1,0,1,1,0.57
7555,2021-09-10,BUY_64551,Japan,Auto Parts,,189921484,626,,0,0.28,1,Unknown,1,10955,1,0.14,Email,,0,1,0,0,0.66
7556,2024-05-26,BUY_46103,Australia,Chemicals,,104885589,1653,ISO14001,0,0.96,1,1,0,5126,0,0.7,LinkedIn,0.78,0,1,0,0,0.29
7557,2024-02-26,BUY_48627,Japan,Textiles,,199080979,154,ISO9001,0,0.79,0,1,0,8615,0,0.26,,,1,1,0,0,0.45
7558,2023-04-22,BUY_39561,Japan,Machinery,,20567522,2785,ISO9001,0,0.34,1,0,1,281,1,0.52,Call,0.5,0,1,1,1,0.51
7559,2023-10-06,BUY_19792,Italy,Auto Parts,,57130816,420,,0,0.29,0,0,1,4279,1,0.68,Call,0.09,1,0,0,1,0.59
7560,2022-03-07,BUY_67721,Netherlands,Solar,546.0,53166222,4987,IEC,0,0.42,1,Unknown,0,14610,0,0.11,Call,,1,1,1,0,0.71
7561,2023-04-09,BUY_75197,Australia,Pharmaceuticals,,72239531,1846,EU-GMP,1,0.02,0,1,0,19302,1,0.66,,,1,0,0,1,0.13
7562,2023-12-04,BUY_93517,Japan,Machinery,284.0,115343389,1569,ISO9001,0,0.34,0,1,1,4319,1,0.86,Email,,0,1,0,0,-0.69
7563,2022-03-22,BUY_97334,Germany,Auto Parts,4997.0,173449839,2091,ISO9001,0,0.91,1,Unknown,0,6764,0,0.21,WhatsApp,0.19,0,1,0,0,0.29
7564,2024-12-11,BUY_16741,Netherlands,Electronics,,179553167,1942,,0,0.81,1,Unknown,1,2941,1,0.99,LinkedIn,,0,1,0,1,-0.26
7565,2021-09-21,BUY_39528,Singapore,Chemicals,285.0,103222456,2607,,1,0.69,1,Unknown,0,2839,0,0.73,WhatsApp,,1,1,1,0,-0.91
7566,2022-09-10,BUY_65377,Netherlands,Electronics,,101011733,6039,,1,0.72,1,1,1,11999,1,0.71,,0.53,1,0,0,1,-0.93
7567,2024-09-18,BUY_13631,Italy,Medical Devices,6121.0,121808028,2396,,1,0.59,0,0,1,7319,0,0.91,Email,0.17,1,1,1,1,-0.41
7568,2023-09-25,BUY_84874,Canada,Textiles,4685.0,143230374,5681,,1,0.08,1,0,0,11260,0,0.27,LinkedIn,,1,0,0,0,-0.7
7569,2022-03-26,BUY_62335,France,Auto Parts,,15432149,2107,,1,0.81,1,Unknown,1,17039,0,0.45,Call,,0,0,0,1,0.61
7570,2024-08-19,,Singapore,Auto Parts,,172446996,1762,ISO9001,0,0.07,1,1,0,8789,0,0.38,,,1,1,0,0,0.24
7571,2023-05-08,BUY_75227,France,IT Software,1149.0,193837580,6526,ISO27001,1,0.12,0,Unknown,1,1166,1,0.84,LinkedIn,0.19,1,1,1,1,0.97
7572,2024-04-04,BUY_48980,Netherlands,Chemicals,7965.0,115485134,3189,RoHS,1,0.43,1,1,0,15290,1,0.37,Call,0.98,0,1,1,0,-0.58
7573,2023-07-28,BUY_22174,France,Electronics,6545.0,19709309,2917,,0,0.06,0,0,1,12380,0,0.9,LinkedIn,,1,0,1,1,0.09
7574,2024-07-06,BUY_84908,UK,Pharmaceuticals,3870.0,70129590,1845,FDA,0,0.83,0,0,0,19896,1,0.73,,,0,1,1,1,0.75
7575,2024-05-09,BUY_43273,UAE,Medical Devices,3843.0,116259919,5096,ISO9001,1,0.08,1,Unknown,1,6327,1,0.41,LinkedIn,,1,0,1,1,-0.98
7576,2023-09-29,BUY_51440,France,Solar,,145795900,4417,IEC,0,0.53,1,1,1,6482,0,0.08,WhatsApp,0.9,1,1,0,0,-0.24
7577,2024-03-09,BUY_32693,UK,Pharmaceuticals,,197189973,2720,,0,0.93,0,0,0,19482,0,0.06,Call,,1,0,0,1,-0.24
7578,2021-06-11,BUY_28264,UK,Solar,1977.0,191723494,1716,UL,0,0.27,0,1,1,8729,1,0.47,,,0,0,0,0,0.9
7579,2022-01-28,BUY_29525,Singapore,Electronics,,50147080,378,ISO9001,1,0.37,1,Unknown,0,199,0,0.82,Call,,1,0,0,1,-0.68
7580,2022-06-24,BUY_72195,UK,Auto Parts,,42005717,3087,,1,0.24,0,Unknown,0,10853,0,0.89,LinkedIn,0.65,0,0,0,1,0.32
7581,2024-04-23,BUY_10386,Italy,Solar,4219.0,5028782,3578,,0,0.19,1,1,1,11389,1,0.03,WhatsApp,,0,1,0,0,0.13
7582,2022-11-23,BUY_77775,Australia,Engineering,5845.0,22391653,2351,ISO14001,0,0.11,1,0,0,6574,1,0.86,WhatsApp,0.54,1,1,1,0,0.83
7583,2024-07-29,BUY_21267,Singapore,IT Software,853.0,2545330,767,,0,0.63,0,Unknown,1,17812,0,0.47,Call,,0,0,0,0,0.44
7584,2023-09-27,BUY_75529,France,IT Software,1937.0,77328628,4964,SOC2,1,0.56,1,0,1,5450,1,0.42,WhatsApp,,1,1,1,1,-0.01
7585,2023-07-23,BUY_24245,Japan,Electronics,,41507261,2390,,1,0.31,0,1,0,3645,1,0.75,Email,0.24,1,1,1,0,-0.1
7586,2021-06-15,BUY_43804,Japan,Machinery,3235.0,126484831,4053,ISO9001,1,0.6,1,Unknown,1,11145,0,0.07,,,1,0,1,1,-0.63
7587,2023-04-30,BUY_96884,UK,Machinery,4438.0,125576763,5000,ISO9001,0,0.78,1,Unknown,0,3486,0,0.49,Call,,1,1,1,0,-0.64
7588,2024-11-30,BUY_65460,Canada,Solar,5354.0,53941051,4802,,1,0.25,1,1,1,691,1,0.55,Email,,0,0,1,1,0.77
7589,2024-07-02,BUY_31689,Italy,IT Software,7941.0,139116413,4538,,1,0.21,1,Unknown,1,5883,0,0.49,Email,,1,0,1,1,0.84
7590,2022-02-15,BUY_51071,Italy,IT Software,4162.0,157939614,6340,ISO27001,1,0.07,0,0,0,6015,1,0.61,Email,,0,1,1,0,-0.04
7591,2024-07-10,BUY_30249,USA,Engineering,3595.0,10752171,1010,ISO9001,1,0.97,1,1,0,16733,0,0.67,LinkedIn,,1,0,0,0,-0.8
7592,2024-08-22,BUY_40258,UAE,Auto Parts,2402.0,38406329,5627,,1,0.77,1,0,1,2068,0,0.96,WhatsApp,0.66,0,1,1,1,-0.06
7593,2023-09-22,BUY_25541,Italy,Engineering,664.0,145929789,4188,,1,0.8,1,Unknown,1,9636,0,0.09,LinkedIn,,0,1,0,0,-0.43
7594,2024-03-24,BUY_78562,France,Textiles,,2727509,21,ISO9001,1,0.62,0,0,0,12749,0,0.12,LinkedIn,,1,0,0,1,-0.52
7595,2024-09-12,BUY_60885,Italy,Pharmaceuticals,,45704075,5499,,1,0.22,0,1,1,13177,0,0.85,,,0,1,0,1,0.88
7596,2024-01-10,BUY_66460,Canada,Machinery,3857.0,124488609,1492,ISO9001,0,0.24,1,1,1,11586,1,0.83,LinkedIn,0.16,1,0,1,1,-1.0
7597,2023-04-05,BUY_58046,Italy,Solar,,158996095,4907,IEC,1,0.51,1,0,0,16312,0,0.77,Call,,1,1,0,0,-0.15
7598,2024-03-30,BUY_38861,UK,Textiles,1383.0,149629193,6911,,0,0.44,1,1,1,14166,0,0.73,Email,,0,1,1,0,0.12
7599,2022-01-16,BUY_50243,Germany,Auto Parts,921.0,20935750,6554,,1,0.32,0,1,1,9512,1,0.16,Email,0.0,0,1,1,0,-0.18
7600,2022-06-06,BUY_94826,Australia,Pharmaceuticals,,71870478,5724,EU-GMP,1,0.59,1,0,1,14979,0,0.54,WhatsApp,,1,0,1,0,0.46
7601,2021-09-12,BUY_58387,Germany,Machinery,,51009475,1180,ISO9001,1,0.34,1,1,0,7544,0,0.93,WhatsApp,,0,0,1,1,0.17
7602,2022-11-25,BUY_85726,UK,Electronics,,134657918,4461,,0,0.44,0,Unknown,1,16697,0,0.94,Call,,0,1,1,1,0.82
7603,2022-08-02,BUY_28691,Italy,Electronics,7608.0,6448189,3870,ISO9001,0,1.0,1,0,1,561,0,0.01,LinkedIn,,1,1,0,0,0.91
7604,2024-09-05,BUY_26672,USA,Chemicals,6000.0,94618264,5979,,1,0.9,0,Unknown,1,4740,1,0.19,Call,,0,1,1,1,-0.79
7605,2023-05-03,BUY_21463,USA,IT Software,4441.0,4005004,1557,,1,0.23,0,1,0,15127,1,0.0,LinkedIn,,1,0,1,0,-0.6
7606,2023-02-08,BUY_48457,Australia,Engineering,,102464760,3592,ISO14001,1,0.72,0,1,0,6231,0,0.49,WhatsApp,,1,1,0,1,0.19
7607,2024-09-25,BUY_69366,France,Machinery,1746.0,34586209,4222,,0,0.65,1,Unknown,1,5596,0,0.9,Email,0.2,0,0,1,1,0.3
7608,2022-03-23,BUY_91761,UAE,Pharmaceuticals,,55256054,5750,,1,0.64,1,Unknown,1,2636,1,0.91,Email,0.28,0,0,1,0,0.02
7609,2023-11-15,BUY_31509,Canada,Electronics,,11798633,431,,0,0.96,0,1,1,18427,0,0.29,Call,,0,0,0,0,0.17
7610,2024-06-02,BUY_69076,Italy,Machinery,,30070299,6077,,1,0.03,0,Unknown,0,1226,1,0.73,Call,,1,1,1,1,0.62
7611,2022-01-05,BUY_66963,Netherlands,Engineering,,94292744,5027,,1,0.63,1,Unknown,0,10256,0,0.3,LinkedIn,,1,0,0,0,0.34
7612,2025-01-21,BUY_22033,Australia,Machinery,869.0,93725610,720,ISO9001,1,0.96,0,0,0,10452,1,0.17,Email,,1,0,0,1,0.13
7613,2023-06-25,BUY_13836,Italy,IT Software,,91836340,1701,SOC2,0,0.14,0,0,0,12460,0,0.48,WhatsApp,,0,1,0,0,-0.45
7614,2025-02-02,BUY_58971,Australia,IT Software,,58535636,6822,,0,0.07,0,1,0,6140,0,0.28,Call,,0,1,0,1,-0.65
7615,2025-01-31,BUY_40630,Canada,IT Software,7198.0,19417466,1242,SOC2,1,0.9,1,Unknown,0,12399,1,0.57,Call,0.26,1,0,1,1,-0.07
7616,2021-05-03,BUY_99822,Canada,Auto Parts,3758.0,107818748,934,,0,0.0,0,Unknown,1,17106,0,0.35,,,1,0,0,1,0.65
7617,2021-01-06,BUY_63239,UAE,IT Software,7454.0,22119410,2890,GDPR,0,0.78,0,1,0,9261,0,0.22,LinkedIn,0.5,0,0,1,1,0.94
7618,2022-03-23,BUY_43559,France,Solar,6312.0,55585801,3142,IEC,0,0.41,0,Unknown,1,5209,0,0.76,,,0,0,0,1,0.21
7619,2021-05-14,BUY_61238,Singapore,Engineering,,166480207,6321,ISO9001,1,0.65,1,Unknown,1,12415,0,0.98,Call,0.69,1,0,1,0,0.94
7620,2022-12-21,BUY_79024,Canada,Medical Devices,6055.0,33532785,3017,,1,0.44,0,1,1,17929,0,0.14,,0.21,1,0,1,0,0.92
7621,2021-11-22,BUY_37983,UAE,Chemicals,,34458543,3825,ISO14001,1,0.73,0,Unknown,0,18956,0,1.0,LinkedIn,,0,1,1,1,-0.76
7622,2023-11-25,BUY_72619,Netherlands,Auto Parts,5704.0,83556456,465,,0,0.25,0,0,1,19113,0,0.94,,,1,1,0,0,-0.64
7623,2024-09-10,,Australia,Pharmaceuticals,,170943018,2035,,1,0.79,0,0,0,17860,0,0.97,WhatsApp,,0,0,1,1,0.34
7624,2021-03-05,BUY_59330,Germany,IT Software,,150447883,4853,GDPR,0,0.99,1,1,1,19326,0,0.41,Call,,0,0,0,1,-0.04
7625,2023-05-22,BUY_75514,Australia,Electronics,,133384701,469,ISO9001,0,0.44,1,0,0,19577,1,0.75,Call,,0,0,0,1,0.73
7626,2023-08-28,BUY_45984,UAE,Solar,7729.0,79781661,2493,UL,0,0.09,0,Unknown,1,3330,0,0.76,WhatsApp,0.97,1,0,0,0,0.38
7627,2024-03-05,BUY_49781,France,Engineering,5811.0,47758753,766,ISO14001,0,0.3,0,Unknown,0,15233,1,0.45,,0.34,1,0,0,1,0.58
7628,2022-10-15,BUY_61470,Italy,Solar,,91565736,3374,,0,0.67,0,Unknown,1,13283,0,0.55,WhatsApp,,0,0,0,1,-0.58
7629,2025-01-26,BUY_87070,Italy,Pharmaceuticals,219.0,122758267,3182,EU-GMP,0,0.94,1,0,0,16147,1,0.01,,,1,1,1,1,-0.39
7630,2023-12-13,BUY_54083,France,IT Software,4297.0,40213605,2774,ISO27001,1,0.45,0,Unknown,0,3773,0,0.11,LinkedIn,,0,1,0,1,-0.11
7631,2024-02-22,BUY_97314,Germany,Textiles,,195508759,1648,ISO9001,1,0.18,0,0,0,1531,1,0.72,Call,0.46,0,1,1,1,-0.76
7632,2024-01-28,BUY_27355,USA,Machinery,,113403384,5664,,0,0.75,1,Unknown,1,6938,1,0.95,Call,,0,1,0,0,0.51
7633,2023-09-09,BUY_72612,France,Machinery,7848.0,153846671,4468,ISO9001,0,0.92,0,0,1,15546,1,0.5,WhatsApp,,0,1,0,0,-0.14
7634,2024-04-03,BUY_64459,UK,Auto Parts,,86320339,1396,,1,0.3,1,0,1,6289,1,0.94,WhatsApp,,0,1,0,0,-0.21
7635,2022-09-20,BUY_19243,UAE,IT Software,4989.0,184498408,1430,SOC2,1,0.04,0,1,0,17775,0,0.52,LinkedIn,0.8,1,1,1,1,0.63
7636,2023-01-24,BUY_54398,Italy,Machinery,,103243627,1956,ISO9001,1,0.05,1,Unknown,1,3020,1,0.84,Call,,1,0,0,1,0.58
7637,2024-12-01,BUY_84936,Singapore,Solar,,69957408,4455,TUV,0,0.74,0,1,1,8836,1,0.2,WhatsApp,,1,0,0,1,-0.62
7638,2021-05-20,BUY_45517,Canada,Machinery,3913.0,173620212,3129,,1,0.44,1,Unknown,0,3611,1,0.98,WhatsApp,0.72,1,0,1,1,0.46
7639,2024-03-11,BUY_40957,Netherlands,Electronics,,1290019,1638,ISO9001,0,0.1,0,0,0,11929,1,0.32,WhatsApp,,0,1,1,0,-0.03
7640,2023-11-17,BUY_33650,Netherlands,Solar,7064.0,15728902,4777,IEC,1,0.27,0,Unknown,1,18018,1,0.0,WhatsApp,,1,1,1,1,-0.09
7641,2021-12-13,BUY_71944,Canada,Textiles,,147224075,2651,ISO9001,1,0.72,0,0,0,3228,0,0.67,WhatsApp,,1,1,0,1,0.0
7642,2024-03-17,BUY_11214,UK,Machinery,6965.0,131612538,4666,,1,0.2,0,0,0,6108,1,0.98,Email,0.9,0,0,1,1,-0.86
7643,2021-09-16,BUY_53803,Germany,Textiles,3592.0,5410977,4831,,0,0.64,0,0,0,852,1,0.48,,,1,0,0,0,0.17
7644,2022-12-20,,Japan,Machinery,,134396678,1350,ISO9001,1,0.88,1,0,0,8857,1,0.62,Call,,0,0,1,0,0.56
7645,2023-06-20,BUY_12835,Singapore,Chemicals,,172262570,6461,REACH,1,0.75,1,1,1,18273,1,0.46,WhatsApp,0.23,0,0,0,1,-0.92
7646,2023-01-22,BUY_80805,Singapore,Textiles,,152811036,379,ISO9001,1,0.01,1,1,1,3899,1,0.37,WhatsApp,,0,1,1,1,0.34
7647,2022-04-16,BUY_97735,Italy,Medical Devices,2527.0,68230545,2884,ISO9001,1,0.48,0,Unknown,0,19806,1,0.59,WhatsApp,0.28,0,1,0,1,-0.61
7648,2022-11-10,BUY_45843,Italy,Solar,7069.0,66306452,547,TUV,0,0.22,0,0,0,6273,1,0.13,Call,0.71,1,1,1,1,0.68
7649,2022-04-26,BUY_16161,UK,Machinery,,58962394,4786,,1,0.91,0,1,1,12734,0,0.72,,,1,1,1,0,0.46
7650,2022-04-25,BUY_67063,UK,Medical Devices,7872.0,49800739,1802,ISO9001,1,0.78,0,Unknown,0,7205,1,0.25,Email,,1,1,0,0,-0.59
7651,2023-01-08,BUY_55739,France,Machinery,2132.0,6141082,5881,ISO9001,1,0.09,0,1,0,6055,1,0.23,,,0,1,0,0,0.8
7652,2023-12-02,BUY_32999,UK,Engineering,,14411709,4815,ISO14001,1,0.97,1,1,1,17149,0,0.32,Email,,0,1,1,0,-0.53
7653,2023-01-31,BUY_25387,Singapore,Electronics,2295.0,191100206,1472,,1,0.96,1,1,0,6498,0,0.7,WhatsApp,,1,0,1,0,0.24
7654,2023-06-21,BUY_35110,France,Electronics,3517.0,134277991,5940,ISO9001,0,0.57,1,1,0,9846,0,0.21,LinkedIn,,1,0,1,0,-0.7
7655,2022-09-25,BUY_42442,Singapore,Engineering,5781.0,121875315,6972,ISO9001,1,0.14,1,1,0,14922,0,0.85,WhatsApp,,1,1,1,1,-0.25
7656,2024-05-02,BUY_86432,Netherlands,Textiles,5743.0,4376437,646,,0,0.23,1,1,1,19835,1,0.03,Call,,1,0,0,1,0.27
7657,2022-05-08,BUY_38153,UK,Chemicals,,196144566,3373,ISO14001,1,0.67,1,0,1,10092,0,0.6,,,0,1,1,1,-0.89
7658,2023-07-08,BUY_45316,Canada,Machinery,1397.0,66253875,4299,ISO9001,1,0.91,1,Unknown,1,5926,0,0.03,LinkedIn,,1,1,0,1,-0.91
7659,2023-02-16,BUY_49085,Australia,Chemicals,5146.0,166413911,5727,,0,0.96,1,Unknown,0,11065,1,0.35,Call,,0,0,1,1,0.04
7660,2021-09-06,BUY_67213,France,Solar,261.0,97919487,5288,UL,0,0.03,1,Unknown,1,7558,0,0.18,Call,,1,1,0,1,0.08
7661,2021-03-23,BUY_22150,Canada,Solar,,95728237,197,TUV,0,0.19,1,1,1,2024,0,0.93,WhatsApp,0.3,1,0,1,0,0.17
7662,2022-03-22,BUY_49141,Japan,Solar,,85292495,3612,TUV,0,0.82,1,Unknown,0,15881,1,0.69,Call,,1,0,1,1,0.09
7663,2024-12-14,BUY_88478,Singapore,Textiles,6708.0,199296446,2589,ISO9001,0,0.02,1,Unknown,0,15812,1,0.59,Email,,1,0,0,0,0.89
